,ID,Lat,Lon,Target,Country,B1,B2,B3,B4,B5,B7,B8,B8A,B12
35,ID_3I9MVT5RFLMD,34.26070679,70.32226743,0,Afghanistan,3504.8333333333335,3288.8333333333335,3356.3333333333335,3308.5,3428.25,3454.5833333333335,3550.25,3444.4166666666665,3138.3333333333335
40,ID_ZS04D4TH0VOK,34.29350273,70.39832917,1,Afghanistan,1292.5,1546.25,1866.8333333333333,2043.4166666666667,2218.5,3004.6666666666665,3179.3333333333335,3114.25,2351.5833333333335
49,ID_VEJVIZMW7UKA,34.09326866,70.66235889,1,Afghanistan,1644.8333333333333,1584.0,1769.8333333333333,1602.0,1839.5,4055.5,4246.5,4128.0,1478.1666666666667
52,ID_0SF4RCN504DQ,34.24440986,70.31629921,0,Afghanistan,3736.1666666666665,3098.3333333333335,2978.3333333333335,3017.6666666666665,3268.6666666666665,3712.8333333333335,3469.0,3680.5,2804.0
53,ID_453BYQRUDLDH,34.25022234,70.33514029,1,Afghanistan,2429.9166666666665,3215.25,2901.8333333333335,2318.4166666666665,2876.3333333333335,5266.416666666667,6064.25,5196.25,1678.6666666666667
54,ID_5TSI3J199GYJ,34.26373295,70.34816968,1,Afghanistan,1643.6666666666667,1762.5833333333333,1874.0833333333333,1631.4166666666667,2165.8333333333335,3565.0,3681.4166666666665,3652.5,1729.1666666666667
57,ID_9UBU78S4KY2A,34.25899866,70.33512191,0,Afghanistan,2067.5833333333335,2004.25,2135.5,2131.4166666666665,2418.6666666666665,2871.3333333333335,2843.1666666666665,2899.5,2220.0
59,ID_BZX6I8Y6G1T9,34.09144959,70.7531659,0,Afghanistan,920.3333333333334,350.3333333333333,748.6666666666666,648.6666666666666,1239.6666666666667,3577.6666666666665,3686.1666666666665,3697.1666666666665,1481.0
60,ID_Q1IW96RP307O,34.30222921,70.40841074,1,Afghanistan,1099.75,891.6666666666666,1224.6666666666667,1051.8333333333333,1744.8333333333333,4059.1666666666665,4163.666666666667,4080.1666666666665,1589.5833333333333
66,ID_VEQSIZ7OH0UQ,34.05803047,70.67193146,1,Afghanistan,3579.3333333333335,3268.5,3180.3333333333335,2938.8333333333335,3658.6666666666665,4417.0,4602.333333333333,4383.833333333333,2359.6666666666665
74,ID_W51I0PT12GTA,34.2724922,70.34944908,1,Afghanistan,1716.8333333333333,1784.8333333333333,1929.8333333333333,1993.0833333333333,2469.5833333333335,3304.9166666666665,3354.5,3398.25,2248.8333333333335
75,ID_MICXEFLUWVJ9,34.16855323,70.77184251,1,Afghanistan,733.0,1125.0,1731.3333333333333,2206.6666666666665,2705.6666666666665,3179.1666666666665,3246.1666666666665,3315.1666666666665,3233.3333333333335
79,ID_07TOMJZX2GTF,34.08938649,70.6624717,0,Afghanistan,2704.3333333333335,3330.6666666666665,3763.1666666666665,4134.0,4118.0,4268.0,4424.0,4266.833333333333,3475.5
93,ID_B9AM66XND0FN,34.25080661,70.30936596,0,Afghanistan,3223.4166666666665,3383.5,3408.5,3514.8333333333335,3709.75,3689.9166666666665,3745.1666666666665,3623.9166666666665,3219.4166666666665
96,ID_GDW55JLGOSR8,34.25062489,70.32877306,0,Afghanistan,2058.75,3050.25,2742.3333333333335,2253.5833333333335,2329.4166666666665,2351.5,2999.1666666666665,2342.6666666666665,1772.25
97,ID_NQVMMMQWSTT2,34.05752673,70.66577259,1,Afghanistan,3195.5,2750.1666666666665,3016.8333333333335,2741.8333333333335,3232.5,4262.833333333333,4028.8333333333335,4238.166666666667,2176.3333333333335
98,ID_W5HP021GO32T,34.29005486,70.39170132,0,Afghanistan,1366.4166666666667,1872.3333333333333,2202.5,2366.6666666666665,2375.9166666666665,3101.8333333333335,3034.5,3147.25,2482.5833333333335
106,ID_7RLPAEJ707V4,34.08490793,70.69804161,0,Afghanistan,4400.333333333333,4211.0,4324.333333333333,4373.833333333333,4749.666666666667,4754.166666666667,4679.833333333333,4724.333333333333,3452.0
108,ID_MN34V10JQVS1,34.07579714,70.70378069,1,Afghanistan,2760.5,2635.0,2569.6666666666665,2212.3333333333335,2773.5,4555.833333333333,4700.666666666667,4525.666666666667,1387.3333333333333
109,ID_DW7QE3RP9GME,34.11242887,70.70178663,1,Afghanistan,1395.0,1358.5,1616.5,1543.1666666666667,2180.3333333333335,3450.6666666666665,3410.0,3536.3333333333335,2073.0
112,ID_T1LQL39UVG4H,34.304373,70.40820406,1,Afghanistan,967.0,1704.0833333333333,2059.1666666666665,1999.4166666666667,2248.8333333333335,3467.5833333333335,3552.8333333333335,3480.5,2108.0
118,ID_VX1IWA5TYFM0,34.16602375,70.76606068,0,Afghanistan,1057.1666666666667,1759.0,2318.0,2812.0,3010.5,3208.0,3100.8333333333335,3236.6666666666665,3685.5
119,ID_FPN17DMBCL95,34.16641546,70.76472294,0,Afghanistan,1034.8333333333333,1421.3333333333333,1970.6666666666667,2350.5,2601.0,2812.5,2905.3333333333335,2904.3333333333335,3400.0
121,ID_5S0CZORFPT6R,34.31244128,70.39498042,1,Afghanistan,974.1666666666666,1375.3333333333333,1718.6666666666667,1798.0,2272.25,3547.5,3565.75,3709.3333333333335,1964.4166666666667
123,ID_398VW7G6ZW53,34.28878906,70.39314721,0,Afghanistan,1231.9166666666667,916.8333333333334,1117.75,944.6666666666666,1599.0833333333333,3645.9166666666665,4211.75,3747.0,1673.8333333333333
128,ID_N6N5ABKXPJFV,34.15840381,70.75647051,0,Afghanistan,857.6666666666666,1159.3333333333333,1660.0,2093.3333333333335,2437.6666666666665,2754.1666666666665,2834.1666666666665,2883.6666666666665,3261.6666666666665
135,ID_ABBZKATSYRUH,34.07723128,70.6852708,1,Afghanistan,3804.5,3653.5,3530.8333333333335,3073.1666666666665,3466.1666666666665,4781.666666666667,5024.833333333333,4663.833333333333,1480.6666666666667
138,ID_OFGG0CNP892R,34.11786562,70.69319607,0,Afghanistan,727.0,1281.0,1665.3333333333333,1888.1666666666667,2144.3333333333335,2576.5,2665.8333333333335,2641.3333333333335,2682.6666666666665
145,ID_TGZ33NWZ2JHV,34.26774716,70.3570029,1,Afghanistan,1969.75,1888.25,1995.0,1868.3333333333333,2256.4166666666665,3868.5833333333335,4018.5,3973.9166666666665,1916.1666666666667
146,ID_5GJC7MQTZ1KT,34.28030475,70.34815082,1,Afghanistan,1459.25,1443.0,1640.0833333333333,1370.25,2103.75,4068.0833333333335,4620.583333333333,4186.0,1550.3333333333333
150,ID_DL4IBT6O05JW,34.26129209,70.36203125,0,Afghanistan,3094.25,2896.0833333333335,2984.5833333333335,2846.25,3186.0833333333335,3854.3333333333335,3778.25,3834.75,2628.6666666666665
151,ID_KQ02QVG2WMZ2,34.29308345,70.41548415,0,Afghanistan,1977.9166666666667,2357.0,2739.25,3002.25,3210.6666666666665,3263.0833333333335,3220.0833333333335,3230.3333333333335,3273.6666666666665
152,ID_TF3SJFKQH7I6,34.28322704,70.41091444,1,Afghanistan,1389.5,1630.1666666666667,2096.8333333333335,2370.0833333333335,2710.25,3206.0833333333335,3251.0833333333335,3282.1666666666665,2956.5
154,ID_WEV30JNH2RPI,34.26382795,70.3276102,0,Afghanistan,2716.5833333333335,2570.9166666666665,2713.8333333333335,2750.6666666666665,3183.5833333333335,3378.0833333333335,3260.3333333333335,3326.3333333333335,2850.3333333333335
155,ID_7GRZNHKE7IJF,34.07858233,70.70216658,0,Afghanistan,3527.0,3507.0,3598.6666666666665,3609.8333333333335,3422.5,4515.833333333333,4623.0,4553.5,2498.1666666666665
156,ID_9J1O2CG9YU32,34.27253068,70.32864003,0,Afghanistan,2238.25,2314.3333333333335,2599.5833333333335,2811.5,3129.3333333333335,3218.0833333333335,3255.1666666666665,3247.0,3197.9166666666665
157,ID_G6NENAHYI1D2,34.29075962,70.42782673,0,Afghanistan,2049.0,2144.5,2558.1666666666665,2718.1666666666665,2888.75,2990.25,2944.1666666666665,2987.9166666666665,3342.9166666666665
167,ID_T4D44YZII61T,34.24684026,70.31050314,1,Afghanistan,2363.5,2233.0,2157.0833333333335,1853.6666666666667,2239.8333333333335,3921.4166666666665,3851.0,3931.6666666666665,1426.1666666666667
168,ID_IC1DM6OS6JFG,34.25326185,70.32533508,0,Afghanistan,1795.75,1487.8333333333333,1602.5833333333333,1236.4166666666667,1838.0,3970.75,3910.5,3962.1666666666665,1346.8333333333333
171,ID_5VD45GGRCXJZ,34.26847576,70.33555096,0,Afghanistan,1749.6666666666667,1506.4166666666667,1606.75,1435.1666666666667,1874.75,3421.9166666666665,3657.5833333333335,3469.25,1618.0
186,ID_XQN47BKKO2YE,34.26518758,70.35299978,1,Afghanistan,2557.5833333333335,2263.6666666666665,2487.0,2373.4166666666665,2468.1666666666665,3854.6666666666665,3361.8333333333335,3829.6666666666665,2210.75
193,ID_B1TVXPQ587U0,34.28920775,70.41851151,0,Afghanistan,1809.3333333333333,2218.9166666666665,2672.0,2890.8333333333335,3307.9166666666665,3421.9166666666665,3206.1666666666665,3441.8333333333335,3477.3333333333335
194,ID_01RYTK0DUR6S,34.10733529,70.70506958,0,Afghanistan,2053.1666666666665,1583.6666666666667,2081.1666666666665,2352.1666666666665,2601.3333333333335,3331.0,3169.0,3466.5,2426.1666666666665
196,ID_TDO0P642C9A8,34.27004727,70.34003981,1,Afghanistan,1981.5,1639.5,1804.5833333333333,1644.6666666666667,2369.5,3765.4166666666665,3866.8333333333335,3817.0833333333335,1880.0
200,ID_BBM351E97EST,34.30016428,70.37195706,0,Afghanistan,2461.5833333333335,2764.1666666666665,3038.5833333333335,3252.5,3565.1666666666665,3632.0,3533.9166666666665,3582.5833333333335,3461.6666666666665
208,ID_G1L2I2I8Y7J4,34.1116378,70.70235279,1,Afghanistan,1414.0,1206.6666666666667,1495.5,1417.6666666666667,2117.0,3629.3333333333335,3729.1666666666665,3729.3333333333335,1845.1666666666667
211,ID_I8MQ59FSAQ8H,34.09045368,70.66662666,0,Afghanistan,3640.8333333333335,3406.0,3540.6666666666665,3660.5,3873.3333333333335,3894.8333333333335,3962.3333333333335,3905.0,3413.8333333333335
212,ID_VT71847SW1WL,34.27137775,70.33419989,1,Afghanistan,1524.9166666666667,1250.6666666666667,1426.8333333333333,1372.0,1885.1666666666667,3373.0833333333335,3549.4166666666665,3534.1666666666665,1434.75
217,ID_ISLFQ0IHKHTJ,34.15911516,70.76631324,1,Afghanistan,776.6666666666666,1073.0,1594.1666666666667,2059.0,2375.0,2782.1666666666665,3000.1666666666665,2937.5,3176.1666666666665
218,ID_XYG23TIQD5OS,34.11698945,70.6838472,1,Afghanistan,394.8333333333333,141.66666666666666,467.0,391.0,1242.3333333333333,3036.0,3164.5,3200.3333333333335,1580.6666666666667
220,ID_0D98OU4IVO4X,34.30766227,70.38500858,1,Afghanistan,1218.25,962.25,1208.0,1115.0833333333333,2009.0833333333333,3885.6666666666665,4063.6666666666665,3962.3333333333335,1828.0
225,ID_W0HFHTJDPRZP,34.30467031,70.39275112,0,Afghanistan,1531.5833333333333,2662.75,2859.8333333333335,2939.25,2797.5,3821.6666666666665,3712.1666666666665,3840.6666666666665,2727.75
229,ID_WELWG8GTSEXW,34.29039045,70.36890816,1,Afghanistan,2417.75,2077.5,2485.0,2673.3333333333335,2790.5,3942.4166666666665,3798.0,3976.9166666666665,2224.0
230,ID_5GVJND93L30M,34.09013992,70.75635172,0,Afghanistan,1238.3333333333333,1520.3333333333333,1946.5,2275.5,2699.1666666666665,2970.3333333333335,2891.6666666666665,3076.6666666666665,3206.3333333333335
233,ID_VI44MP0F1S7V,34.09043276,70.75208022,0,Afghanistan,861.1666666666666,690.1666666666666,1097.0,1198.1666666666667,1555.6666666666667,3053.8333333333335,3022.3333333333335,3241.0,1868.3333333333333
235,ID_TKTSRD4YFSXN,34.11128591,70.69763152,0,Afghanistan,1361.3333333333333,1297.0,1338.1666666666667,1111.6666666666667,1641.0,3670.1666666666665,3409.0,3763.5,1265.1666666666667
236,ID_6KWK81655YE8,34.12032226,70.70958021,0,Afghanistan,1036.8333333333333,1522.0,1867.6666666666667,2135.0,2383.6666666666665,2727.3333333333335,2829.8333333333335,2811.5,2886.6666666666665
237,ID_7XMG5MMFKM44,34.15540655,70.75971684,1,Afghanistan,831.3333333333334,1374.3333333333333,1931.3333333333333,2368.0,2589.6666666666665,2863.8333333333335,2925.1666666666665,2963.0,3146.6666666666665
239,ID_HSTFGR1X3YMP,34.29518383,70.38350365,1,Afghanistan,1652.5,1941.25,2262.8333333333335,2399.25,2793.5,3368.3333333333335,3450.3333333333335,3439.3333333333335,2699.25
241,ID_27SANU941YP6,34.28642155,70.41457491,1,Afghanistan,1366.5833333333333,1651.5,2105.3333333333335,2308.4166666666665,2695.5,3189.5,3261.75,3276.6666666666665,3092.25
243,ID_N9I1486UASHS,34.12727804,70.71458939,0,Afghanistan,454.6666666666667,673.8333333333334,1119.1666666666667,1148.0,1847.1666666666667,3156.6666666666665,3629.0,3325.0,2252.3333333333335
246,ID_QICZPO0OGBWE,34.31293136,70.38651572,1,Afghanistan,1422.25,1723.75,2139.0833333333335,2054.75,2617.3333333333335,4011.1666666666665,4190.833333333333,4131.083333333333,2371.1666666666665
247,ID_7GN3UKXDT6O2,34.2577691,70.32481085,1,Afghanistan,2734.25,1867.75,2039.5,1823.1666666666667,2481.75,4171.333333333333,4139.0,4200.166666666667,1625.4166666666667
249,ID_F3ACZQ5E711S,34.28748412,70.35424273,0,Afghanistan,2408.4166666666665,2743.9166666666665,3007.5,3210.1666666666665,3294.4166666666665,3320.4166666666665,3483.0833333333335,3247.0833333333335,2988.9166666666665
252,ID_19UP7EHYCG58,34.28836427,70.41676839,1,Afghanistan,1076.5,1351.75,1871.5,2183.6666666666665,2520.25,3196.25,3218.4166666666665,3295.9166666666665,2686.5833333333335
255,ID_YP5M1J53UR8F,34.24195752,70.30982252,0,Afghanistan,3119.5,3130.3333333333335,3063.0,2723.0,3240.5,3710.5,4235.833333333333,3665.5,2515.5
256,ID_XO7YE35BU495,34.29036114,70.41090174,1,Afghanistan,1553.75,1795.6666666666667,2188.0833333333335,2400.1666666666665,2755.1666666666665,3132.0,3093.5833333333335,3170.0833333333335,2953.5
258,ID_5S4U177HD7DI,34.27900684,70.33333182,1,Afghanistan,2663.25,2170.5833333333335,2227.4166666666665,2427.0833333333335,2876.0,3951.5,3970.0,4081.1666666666665,2292.5
266,ID_AA12BIE43Z96,34.26907693,70.34431123,1,Afghanistan,2305.6666666666665,2335.0833333333335,2527.9166666666665,2636.25,2976.5,3382.4166666666665,3264.75,3373.5,2541.1666666666665
268,ID_IQ6JT7L37LU8,34.28437323,70.33002421,0,Afghanistan,3132.9166666666665,2890.0833333333335,3063.8333333333335,3234.5,3513.3333333333335,3589.6666666666665,3481.0833333333335,3578.1666666666665,3421.25
270,ID_KK80ZWM3X41Y,34.29495048,70.39461039,1,Afghanistan,1700.0,1786.0833333333333,2091.9166666666665,2311.5833333333335,2688.75,2892.25,2951.9166666666665,2946.4166666666665,2930.5833333333335
271,ID_YTTBDEUD2QAD,34.29718559,70.42630539,0,Afghanistan,1773.75,2368.8333333333335,2812.6666666666665,2948.9166666666665,3152.75,3304.6666666666665,3376.5,3277.8333333333335,3381.9166666666665
273,ID_B587X25ZZ4VB,34.29178308,70.4150013,1,Afghanistan,1586.0833333333333,2110.6666666666665,2511.1666666666665,2759.4166666666665,2988.4166666666665,3200.75,3172.5833333333335,3230.3333333333335,3257.0
279,ID_AB00BJB7WXYH,34.16966905,70.77140555,0,Afghanistan,671.6666666666666,1320.0,1823.1666666666667,2204.5,2468.8333333333335,3013.8333333333335,3009.1666666666665,3136.3333333333335,3207.0
282,ID_61JCX0D2S8IY,34.12968302,70.74447242,0,Afghanistan,771.5,1132.3333333333333,1589.5,1913.8333333333333,2271.5,2784.1666666666665,2674.3333333333335,2898.3333333333335,2868.0
287,ID_1EYOAHQBBADI,34.25835985,70.36595467,1,Afghanistan,2290.4166666666665,1984.25,2146.1666666666665,1842.5833333333333,2563.1666666666665,4759.25,4686.916666666667,4740.75,1752.0833333333333
292,ID_B1KWYEPKWT8L,34.29268919,70.42869186,0,Afghanistan,2015.5833333333333,2205.8333333333335,2622.4166666666665,2790.25,2996.8333333333335,3070.75,3052.25,3077.8333333333335,3565.0
295,ID_QJIKUEX8TLPY,34.10170348,70.6995065,0,Afghanistan,2321.1666666666665,2841.0,3011.3333333333335,2990.3333333333335,3259.8333333333335,3776.8333333333335,3966.6666666666665,3792.8333333333335,2576.0
297,ID_USHDSZASYNRK,34.29138712,70.37107598,1,Afghanistan,1436.0,1364.5833333333333,1551.4166666666667,1472.0833333333333,2118.6666666666665,4051.3333333333335,4430.5,4165.333333333333,1544.0
305,ID_O1HONIVPLM2L,34.30353659,70.41465131,1,Afghanistan,985.25,789.6666666666666,1135.6666666666667,1167.0,1947.5,3521.0833333333335,3665.5833333333335,3649.8333333333335,1915.5
312,ID_EWVWRSH7U7E0,34.09899664,70.69142848,1,Afghanistan,3406.1666666666665,3038.0,3041.6666666666665,2691.0,3235.3333333333335,4667.666666666667,4826.666666666667,4660.5,1811.6666666666667
313,ID_0XMMBHK6AO2M,34.05897985,70.66114512,0,Afghanistan,4567.5,4252.333333333333,4119.333333333333,3831.1666666666665,4311.5,4924.833333333333,5011.833333333333,4900.833333333333,3114.3333333333335
316,ID_3RH8RGA4HSU2,34.05801969,70.66834237,1,Afghanistan,3372.3333333333335,3561.6666666666665,3553.3333333333335,3321.8333333333335,3703.3333333333335,4415.666666666667,4595.5,4399.833333333333,2413.5
324,ID_PD3IS4LJ4JDR,34.29498087,70.40733357,0,Afghanistan,2193.0,2261.5,2566.25,2748.5,2904.5,2979.3333333333335,3000.8333333333335,2975.1666666666665,3047.1666666666665
326,ID_PVEABF13OS14,34.26349392,70.37044516,1,Afghanistan,2820.75,2932.0833333333335,3076.4166666666665,3069.4166666666665,3202.1666666666665,3914.0,4030.0833333333335,3931.8333333333335,2542.6666666666665
328,ID_D32W76LXQWBB,34.30718692,70.37711248,1,Afghanistan,1974.8333333333333,2345.75,2633.0,2744.6666666666665,2858.0833333333335,3229.0,3271.0,3223.25,2676.75
329,ID_JNOGQWD0O91J,34.30105475,70.386232,1,Afghanistan,897.5,881.1666666666666,1104.75,998.25,1493.0,3706.1666666666665,3783.6666666666665,3930.1666666666665,1149.9166666666667
335,ID_PAIQJVIU4ZCE,34.14601269,70.7485289,1,Afghanistan,551.0,1094.8333333333333,1583.5,1857.5,2234.8333333333335,2988.5,3052.0,3124.1666666666665,2875.1666666666665
337,ID_A8IZNECA8HPH,34.08152766,70.68803573,1,Afghanistan,3241.6666666666665,3024.8333333333335,2744.1666666666665,2288.1666666666665,2773.3333333333335,4777.0,5082.833333333333,4800.0,1367.0
354,ID_VW8646NOUKMY,34.2591707,70.35821462,0,Afghanistan,2378.0833333333335,2495.9166666666665,2543.0833333333335,2474.8333333333335,2797.5833333333335,3591.5833333333335,3672.4166666666665,3604.75,2296.5
355,ID_I9EO41EYCG4G,34.24315599,70.31554406,0,Afghanistan,2829.5,3934.3333333333335,3280.6666666666665,3088.1666666666665,3341.8333333333335,3674.5,4036.5,3639.8333333333335,2700.5
356,ID_90RVOZ6YCD9T,34.24912818,70.323058,0,Afghanistan,3367.6666666666665,3974.75,3489.75,2977.6666666666665,3471.9166666666665,4056.8333333333335,4707.333333333333,3978.1666666666665,2351.3333333333335
357,ID_ZG9ME3ORN4WE,34.12052019,70.7076544,0,Afghanistan,1174.3333333333333,1768.0,2242.0,2576.3333333333335,2860.0,3260.6666666666665,3426.3333333333335,3393.8333333333335,3321.3333333333335
360,ID_SIRERY7796WH,34.26872715,70.35922676,1,Afghanistan,2094.4166666666665,2369.3333333333335,2394.0,2294.0833333333335,2549.8333333333335,3772.75,3706.0833333333335,3839.6666666666665,2071.9166666666665
361,ID_6XV3CU2DPDTP,34.2554888,70.32998813,0,Afghanistan,2924.75,2909.3333333333335,2959.8333333333335,2939.4166666666665,3360.25,3514.1666666666665,3429.6666666666665,3504.75,3066.6666666666665
363,ID_L3X7Y11LRA9Q,34.09123509,70.74882364,0,Afghanistan,853.0,1194.6666666666667,1665.6666666666667,1948.5,2190.6666666666665,2540.1666666666665,2692.3333333333335,2623.6666666666665,3004.1666666666665
369,ID_KRFMHYEIDSPQ,34.10464725,70.70412043,0,Afghanistan,1686.6666666666667,2348.8333333333335,2553.3333333333335,2702.8333333333335,2816.8333333333335,3249.0,3316.3333333333335,3320.5,2742.6666666666665
374,ID_31YDU21TJHFO,34.08906984,70.69456486,0,Afghanistan,4192.0,4241.833333333333,4362.833333333333,4488.166666666667,4767.333333333333,4832.0,4852.333333333333,4709.666666666667,3340.6666666666665
375,ID_UGQ4P2JUH0ZQ,34.30680603,70.38161414,0,Afghanistan,1467.1666666666667,2320.5,2651.3333333333335,2850.4166666666665,3055.25,3437.5,3532.75,3476.25,3057.1666666666665
376,ID_YI2DRW8CWYTV,34.12983832,70.71911797,1,Afghanistan,177.83333333333334,271.1666666666667,651.1666666666666,582.6666666666666,1256.0,3283.8333333333335,3335.3333333333335,3428.0,1345.0
380,ID_AJ0ZQ0BWNQDJ,34.06435782,70.66220171,0,Afghanistan,2711.5,2597.6666666666665,2770.6666666666665,2666.5,3013.1666666666665,4155.833333333333,4020.6666666666665,4123.0,2243.6666666666665
381,ID_BXAEGEVNM7Z5,34.30021188,70.3887482,0,Afghanistan,1246.0833333333333,1416.4166666666667,1741.0833333333333,1659.75,2319.6666666666665,3703.6666666666665,3675.25,3809.0,2093.8333333333335
388,ID_8ZQTO2RAXWK9,34.29604281,70.42770336,1,Afghanistan,1874.5833333333333,2420.75,3006.0,3309.5,3448.4166666666665,3604.5,3683.0833333333335,3539.4166666666665,3691.6666666666665
391,ID_NJ7TR0UIRLXI,34.29660097,70.39944339,1,Afghanistan,1377.5833333333333,1046.8333333333333,1375.8333333333333,1370.5,1965.5833333333333,3473.5833333333335,3634.0,3647.3333333333335,1825.25
396,ID_MO9PX9RZ01XK,34.17091154,70.77545191,1,Afghanistan,871.8333333333334,1600.0,2170.6666666666665,2609.0,3067.0,3372.5,3291.0,3443.3333333333335,3747.1666666666665
397,ID_LVRJASAC5NFP,34.30736337,70.3955146,0,Afghanistan,1780.6666666666667,2411.25,2639.4166666666665,2822.0,2904.25,3398.1666666666665,3625.5833333333335,3543.5,2885.75
399,ID_4C2O3QKE652D,34.28258596,70.40072344,1,Afghanistan,1248.75,819.5833333333334,1109.25,1069.9166666666667,1941.3333333333333,3638.0,4112.416666666667,3697.75,2078.1666666666665
400,ID_A1F1OYZ0CR7Y,34.10621338,70.7045454,0,Afghanistan,1851.8333333333333,2427.8333333333335,2716.3333333333335,2789.1666666666665,3069.1666666666665,3303.5,3475.6666666666665,3309.1666666666665,3041.3333333333335
401,ID_KYBQXUVXQHTA,34.25989846,70.36863354,1,Afghanistan,1963.0833333333333,1884.9166666666667,1970.9166666666667,1735.6666666666667,2203.4166666666665,4363.916666666667,4280.583333333333,4503.416666666667,1660.1666666666667
402,ID_4R1GBOG7F02P,34.09888999,70.69268748,1,Afghanistan,2960.0,2888.5,2884.1666666666665,2505.1666666666665,3059.1666666666665,4759.666666666667,5030.166666666667,4765.333333333333,1533.6666666666667
404,ID_84HXMQPKTJXQ,34.30520793,70.38798813,1,Afghanistan,1161.0,956.0833333333334,1141.9166666666667,944.25,1482.0,4136.833333333333,4204.916666666667,4338.083333333333,1231.25
405,ID_1S7BBUA8DTTQ,34.26866122,70.35381277,1,Afghanistan,3273.0,2086.3333333333335,2408.25,2567.0833333333335,2980.75,3932.9166666666665,3554.0,3927.3333333333335,2335.5
410,ID_SR1610J23RXZ,34.27748495,70.34672574,0,Afghanistan,1311.0,1317.3333333333333,1492.9166666666667,1337.0,1807.4166666666667,3694.3333333333335,3739.3333333333335,3829.3333333333335,1457.75
413,ID_4W4KAW692AS2,34.09267426,70.7584305,0,Afghanistan,1175.0,1343.3333333333333,1744.0,2054.8333333333335,2379.5,2611.6666666666665,2513.0,2648.1666666666665,2977.3333333333335
414,ID_2MDCZ40BHNSB,34.07993288,70.69026615,1,Afghanistan,3985.6666666666665,3373.8333333333335,3466.8333333333335,3247.8333333333335,3926.6666666666665,5009.333333333333,4992.333333333333,5009.5,2135.8333333333335
416,ID_XGCHI0QINRR2,34.11913606,70.69333487,1,Afghanistan,243.16666666666666,262.6666666666667,623.5,631.5,1378.0,3292.1666666666665,3539.0,3477.6666666666665,1677.1666666666667
418,ID_LCU8PB4N0LVN,34.09252058,70.75387151,1,Afghanistan,99.0,167.33333333333334,483.3333333333333,366.3333333333333,1053.6666666666667,3883.1666666666665,3857.1666666666665,4044.8333333333335,1158.5
