,ID,Lat,Lon,Target,Country,B1,B2,B3,B4,B5,B7,B8,B8A,B12
68,ID_L0RJI5FIQEQ8,14.529621,33.48039,0,Sudan,1459.2222222222222,1520.5416666666667,1812.0,2124.222222222222,2591.2916666666665,2952.125,2918.5,3024.3194444444443,2710.5694444444443
69,ID_B3ORMFDAYD1U,32.102285,48.429524,0,Iran,1713.557142857143,1761.4142857142858,1906.7,1871.0428571428572,2165.6714285714284,2822.4142857142856,2962.385714285714,2896.8,1371.5714285714287
70,ID_LDCQIN7Q7D3A,32.404298,48.276362,1,Iran,1872.7571428571428,1950.9357142857143,2220.464285714286,2192.3214285714284,2667.5142857142855,3858.285714285714,4030.2357142857145,3924.0071428571428,1828.442857142857
71,ID_TGFJKT66QTS5,14.197963,33.263447,1,Sudan,2243.875,2282.5416666666665,2443.1666666666665,2563.1111111111113,2994.5555555555557,3252.652777777778,3236.5555555555557,3354.472222222222,2292.3611111111113
72,ID_GXCBEEGED0L5,32.061591,48.198298,0,Iran,2602.0285714285715,2764.7571428571428,3174.342857142857,3602.807142857143,3972.7428571428572,4234.778571428571,4391.15,4304.471428571429,3418.4214285714284
73,ID_9DCL29DYP54J,32.124833,48.310228,1,Iran,1809.6,1923.057142857143,2124.385714285714,2129.0714285714284,2535.1,3789.8714285714286,3940.1428571428573,3858.385714285714,1964.857142857143
76,ID_YNDJOQF1N0VW,32.415078,48.162904,0,Iran,2072.5167464114834,2286.0333333333333,2617.3714285714286,2959.366666666667,3272.2428571428572,3617.9666666666667,3762.1761904761906,3705.3714285714286,2697.019047619048
77,ID_81HMDUBS3XH7,32.323091,48.275374,1,Iran,1757.7857142857142,1831.557142857143,2042.9714285714285,2164.5714285714284,2462.8,3225.4214285714284,3347.05,3298.3285714285716,2190.807142857143
78,ID_AD3YDZL1XCH5,32.235415,48.55439,1,Iran,2084.9857142857145,2259.2428571428572,2539.0285714285715,2671.8714285714286,3032.542857142857,3898.8571428571427,4120.828571428571,3939.1428571428573,2570.7428571428572
80,ID_RNBJNOSWS1OF,14.186554,33.23515,0,Sudan,2475.9583333333335,2462.2916666666665,2639.097222222222,2829.9861111111113,3205.6805555555557,3406.777777777778,3428.347222222222,3565.8194444444443,2866.7638888888887
81,ID_845YHZ9HALK5,14.502851,33.323814,1,Sudan,1374.9583333333333,1425.2222222222222,1684.388888888889,1905.138888888889,2293.0,3004.402777777778,3052.3611111111113,3204.0416666666665,2008.0833333333333
82,ID_D7LUTUIQZ7FS,32.249249,48.334752,0,Iran,1924.4571428571428,1828.4571428571428,1894.5285714285715,1864.5857142857142,2185.7428571428572,2862.3285714285716,2905.342857142857,2944.0857142857144,1433.6285714285714
83,ID_7JQ221APF44L,14.460181,33.126903,0,Sudan,2335.652777777778,2333.1111111111113,2529.152777777778,2789.3194444444443,3077.25,3195.6111111111113,3238.3055555555557,3286.027777777778,2836.4444444444443
84,ID_SUNMRBSEIX7H,14.306749,33.329653,1,Sudan,1874.7083333333333,1884.5555555555557,2026.5694444444443,2108.8333333333335,2412.2361111111113,2922.125,2959.527777777778,2999.1388888888887,1834.1944444444443
85,ID_GT3TWM2QR2I7,32.381841,48.305018,1,Iran,1939.0434782608695,2020.642857142857,2293.4,2446.157142857143,2839.342857142857,3889.7571428571428,4053.0,3997.2285714285713,2541.6285714285714
86,ID_JFOA025TW7YZ,32.261107,48.177367,0,Iran,1893.5785714285714,1906.9285714285713,2006.7785714285715,1966.4714285714285,2327.0857142857144,3129.1785714285716,3273.5142857142855,3227.0285714285715,1575.2928571428572
87,ID_BRUG2R3A8KMO,14.560792,33.502848,0,Sudan,1357.111111111111,1396.4583333333333,1690.736111111111,2143.722222222222,2598.6111111111113,3141.527777777778,3193.1388888888887,3220.847222222222,2914.4305555555557
88,ID_NZFWCYVAX8W1,14.170834,33.396398,0,Sudan,2013.4722222222222,1967.236111111111,2128.0416666666665,2039.763888888889,2527.9166666666665,2924.9861111111113,3011.5,2990.375,1667.263888888889
89,ID_TDXUMBV0TZKA,32.33405,48.142513,1,Iran,2074.623188405797,2179.9785714285713,2451.95,2655.2642857142855,2987.5071428571428,3911.957142857143,4058.285714285714,3991.542857142857,2533.65
90,ID_8JS6LDZP3LI7,14.362534,33.257518,1,Sudan,1993.75,1922.4305555555557,2056.9444444444443,2167.3055555555557,2437.1111111111113,2695.75,2716.9444444444443,2732.2361111111113,1822.5694444444443
91,ID_4EBOFVEUNT0P,14.395772,33.535098,0,Sudan,1784.013888888889,1643.1180555555557,1875.1666666666667,1918.8194444444443,2562.8541666666665,3421.2708333333335,3397.1041666666665,3477.4236111111113,2116.6111111111113
92,ID_IKBRZSO6S1P2,32.137499,48.403383,0,Iran,1930.6142857142856,1895.442857142857,2042.1857142857143,2010.1571428571428,2448.5857142857144,3293.3,3422.057142857143,3390.9142857142856,1740.0428571428572
94,ID_O5DBOSUYXZ8O,14.299562,33.358669,1,Sudan,1705.611111111111,1731.9583333333333,1917.6527777777778,1956.013888888889,2382.9166666666665,3269.6111111111113,3424.5694444444443,3373.0138888888887,1836.3194444444443
95,ID_5FK4299SPHIA,14.463235,33.190145,1,Sudan,1858.5416666666667,1901.6597222222222,2021.1458333333333,2076.2013888888887,2385.9166666666665,2892.1319444444443,3027.3055555555557,2937.0208333333335,1674.6458333333333
99,ID_TGWAMP5RB1MT,32.125372,48.41587,0,Iran,1859.4142857142858,1803.2857142857142,1921.3142857142857,1781.6571428571428,2168.557142857143,3057.457142857143,3299.885714285714,3127.6857142857143,1283.8714285714286
100,ID_LX1ZKV3VGH7F,14.19437,33.226976,1,Sudan,2283.4861111111113,2224.375,2307.6111111111113,2348.75,2670.375,3200.4305555555557,3293.9583333333335,3286.8194444444443,2089.2083333333335
101,ID_SKDDFFIYZEHC,14.466649,33.213411,1,Sudan,1685.673611111111,1683.3541666666667,1816.0833333333333,1871.3333333333333,2203.8888888888887,2878.472222222222,3000.4861111111113,2935.090277777778,1593.3402777777778
102,ID_QD617Y8O0EYH,14.418948,33.175951,1,Sudan,2009.111111111111,1970.111111111111,2083.6111111111113,2160.9583333333335,2473.909722222222,2934.5486111111113,2971.0208333333335,2991.0,1774.7222222222222
103,ID_I786J48HNOGL,32.235954,48.439226,1,Iran,1719.5507246376812,1737.9285714285713,1912.1,1759.4285714285713,2247.1,3320.214285714286,3515.7428571428572,3439.0285714285715,1351.4857142857143
104,ID_0DAEEQV9I7ED,14.194459,33.379779,0,Sudan,2279.0555555555557,2337.0138888888887,2496.0416666666665,2644.125,2976.4305555555557,3175.6388888888887,3245.7361111111113,3252.3194444444443,2222.2916666666665
105,ID_14WCNGIHOYTP,32.2382,48.51199,1,Iran,2105.9857142857145,2182.0285714285715,2447.9142857142856,2544.3714285714286,2923.1285714285714,4037.1285714285714,4228.271428571428,4075.6428571428573,2380.2285714285713
107,ID_CU4UVAFIWB90,32.369264,48.259114,1,Iran,1926.3093525179856,1876.307142857143,2108.5785714285716,2067.1642857142856,2483.964285714286,3951.4,4067.1214285714286,3996.5857142857144,1926.2642857142857
110,ID_IDI3XZ7DNXUJ,32.331535,48.29343,1,Iran,1747.6571428571428,1755.142857142857,2003.3714285714286,2054.2,2434.3571428571427,3274.042857142857,3385.7,3385.0,1895.2714285714285
111,ID_HDJ154PTN4WK,32.338452,48.387573,1,Iran,1956.5428571428572,1971.1571428571428,2173.442857142857,2081.3,2573.8714285714286,3845.0285714285715,4098.5142857142855,3984.5714285714284,1868.7857142857142
113,ID_0IIXJN8964FD,14.317169,33.53923,0,Sudan,1445.361111111111,1507.7916666666667,1742.138888888889,1870.4583333333333,2418.4861111111113,3075.8333333333335,3122.625,3175.3055555555557,2239.9166666666665
114,ID_4A0H85CHI8A8,14.452995,33.233803,1,Sudan,1681.9583333333333,1705.125,1866.2708333333333,1979.1597222222222,2304.2013888888887,2916.722222222222,3026.1319444444443,2987.2916666666665,1784.736111111111
115,ID_O0U9FOUS24UB,14.367385,33.210806,1,Sudan,2028.8472222222222,1953.013888888889,2078.8333333333335,2153.847222222222,2453.2083333333335,3100.5833333333335,3102.3333333333335,3162.5555555555557,1752.375
116,ID_SC49W6WL7ZU3,14.279889,33.331809,1,Sudan,1836.9305555555557,1805.5277777777778,1950.0972222222222,1938.875,2318.0694444444443,3077.6111111111113,3124.0416666666665,3184.6944444444443,1869.1527777777778
117,ID_EWO6Z57QRZGL,14.29022,33.481199,1,Sudan,1719.2916666666667,1789.4722222222222,1997.7083333333333,2230.0694444444443,2493.222222222222,2904.1805555555557,2947.7638888888887,2983.8333333333335,1995.5833333333333
120,ID_SP6FBJI7EA3K,14.423889,33.244044,1,Sudan,1536.9097222222222,1567.236111111111,1710.4166666666667,1790.638888888889,2108.0,2616.7986111111113,2688.7986111111113,2660.8263888888887,1620.6041666666667
122,ID_1KDYP3YGV9JA,14.405923,33.533032,0,Sudan,1620.2152777777778,1511.986111111111,1688.701388888889,1673.6458333333333,2178.8125,3271.6319444444443,3149.7638888888887,3366.222222222222,1806.701388888889
124,ID_2EJ4VD5HV22D,32.119802,48.21851,0,Iran,2106.65,2243.042857142857,2522.4,2693.6,3032.1785714285716,3559.5,3790.864285714286,3678.035714285714,2623.65
125,ID_V1UDNFVJXSL5,14.42326,33.200565,1,Sudan,1884.6805555555557,1925.2430555555557,2043.6597222222222,2119.7083333333335,2459.3541666666665,3086.7708333333335,3166.7638888888887,3165.5138888888887,1779.923611111111
126,ID_704WWMJ429SL,14.210539,33.178646,1,Sudan,2350.4444444444443,2264.722222222222,2372.1666666666665,2428.2083333333335,2776.75,3327.5694444444443,3364.1111111111113,3432.8333333333335,2151.6805555555557
127,ID_3ABTBF5KNVHU,14.195178,33.42748,0,Sudan,2198.8333333333335,2148.7361111111113,2286.5694444444443,2344.2916666666665,2820.527777777778,3011.6388888888887,3069.0555555555557,3064.9444444444443,2442.8888888888887
129,ID_O9RJHJWSIANE,14.303964,33.409513,0,Sudan,1860.0277777777778,1817.263888888889,1974.6666666666667,2146.8055555555557,2473.847222222222,3005.6805555555557,2952.3611111111113,3172.527777777778,2300.1666666666665
130,ID_451B8S6TAH0D,32.419031,48.140177,0,Iran,1966.25,1926.875,2137.2964285714284,2362.342857142857,2648.207142857143,2856.8714285714286,2956.442857142857,2972.6392857142855,2235.5714285714284
131,ID_5GS054Q9NS64,14.314025,33.53914,0,Sudan,1455.3194444444443,1412.8055555555557,1627.0555555555557,1625.1666666666667,2230.5416666666665,3278.222222222222,3349.277777777778,3409.5,1944.5833333333333
132,ID_UOVFL1H4J6TD,14.406372,33.543811,0,Sudan,1844.173611111111,1948.0694444444443,2295.277777777778,2630.2916666666665,2901.1180555555557,3236.4166666666665,3186.2638888888887,3265.402777777778,2730.0208333333335
133,ID_30L3J73G19IL,14.357324,33.378971,1,Sudan,1549.2083333333333,1567.125,1732.1527777777778,1796.625,2136.5416666666665,2739.7638888888887,2809.5833333333335,2821.9305555555557,1685.611111111111
134,ID_UW0K47YIMDHZ,14.478058,33.565281,0,Sudan,2189.4166666666665,2135.3333333333335,2334.4444444444443,2608.25,2982.5694444444443,3135.847222222222,3233.9444444444443,3305.9305555555557,2982.0416666666665
136,ID_64BOOGYVMIS9,14.3699,33.300368,1,Sudan,1806.5,1795.7222222222222,1953.5972222222222,2017.013888888889,2404.6666666666665,3289.625,3341.1666666666665,3374.25,1796.5694444444443
137,ID_T2U7QHZU192N,32.207927,48.409492,1,Iran,2100.072463768116,2155.6428571428573,2357.3,2469.3714285714286,2856.8142857142857,3811.4142857142856,3951.4714285714285,3879.6285714285714,2325.3
139,ID_UFOMZYH7ILXR,32.390195,48.528609,1,Iran,2477.0142857142855,2518.3142857142857,2746.1,2905.0285714285715,3253.6428571428573,4122.785714285715,4274.314285714286,4163.442857142857,2494.957142857143
140,ID_53TVVFAU0ZXO,14.283662,33.325161,1,Sudan,1958.4444444444443,2019.5555555555557,2145.277777777778,2197.6388888888887,2563.152777777778,3132.6111111111113,3210.2916666666665,3235.0833333333335,2024.7777777777778
141,ID_0S9K3QB1P4T0,14.355438,33.233533,1,Sudan,2131.9166666666665,2151.5,2311.4166666666665,2413.0694444444443,2795.1666666666665,3149.3888888888887,3217.347222222222,3217.625,1934.5694444444443
142,ID_07HVB7TS229V,14.395682,33.258956,1,Sudan,1830.4722222222222,1742.3333333333333,1941.4583333333333,2089.284722222222,2507.1388888888887,2966.7013888888887,2964.159722222222,3076.3263888888887,1963.9375
143,ID_X74AO7WWAQTL,14.164186,33.367742,0,Sudan,2113.25,2141.4166666666665,2298.8194444444443,2366.4583333333335,2777.8194444444443,3064.652777777778,3216.8194444444443,3178.9305555555557,1953.0972222222222
144,ID_POQN1QKYTQOG,32.331984,48.305198,0,Iran,2097.4142857142856,2149.1,2468.157142857143,2705.0,3096.657142857143,3535.3142857142857,3748.4,3646.1428571428573,2884.457142857143
147,ID_WO0LYKZK5Y7O,14.489826,33.483445,0,Sudan,1797.513888888889,1706.1944444444443,1934.6805555555557,2149.75,2618.1805555555557,3137.2638888888887,3194.3888888888887,3212.1944444444443,2598.2361111111113
148,ID_JYGY5MDK8EG0,32.257154,48.338974,0,Iran,1963.2142857142858,1958.1142857142856,2017.7571428571428,1950.357142857143,2259.5714285714284,2813.057142857143,2970.4714285714285,2876.957142857143,1465.2
149,ID_9K65GHO70ORZ,14.199221,33.364328,0,Sudan,2291.7916666666665,2197.3611111111113,2376.777777777778,2440.0833333333335,2842.1944444444443,3114.972222222222,3145.1111111111113,3180.1666666666665,2396.027777777778
153,ID_ITXKKEUFF85L,32.089888,48.236117,0,Iran,1920.8785714285714,1977.0285714285715,2176.635714285714,2199.3,2601.292857142857,3339.0642857142857,3539.385714285714,3507.7571428571428,1942.2428571428572
158,ID_M7QOIJBSQAER,14.428021,33.25123,1,Sudan,1527.8194444444443,1593.298611111111,1767.3472222222222,1850.75,2146.7291666666665,2706.159722222222,2764.597222222222,2788.0,1679.0555555555557
159,ID_S2MASZLR8RS5,32.133636,48.310228,1,Iran,2078.463768115942,2169.714285714286,2354.6428571428573,2373.7,2792.3714285714286,3954.542857142857,4123.828571428571,4035.7428571428572,2118.9142857142856
160,ID_HZ0UTM7COSBB,14.454971,33.218981,1,Sudan,1737.1805555555557,1757.2430555555557,1958.0416666666667,2123.125,2525.7986111111113,3047.6388888888887,3091.465277777778,3158.1944444444443,1950.0069444444443
161,ID_B5SBXZ20SWWL,14.331812,33.248445,0,Sudan,2352.0694444444443,2343.597222222222,2501.2916666666665,2771.8333333333335,3119.25,3248.6111111111113,3301.7361111111113,3357.75,2913.1944444444443
162,ID_3XCV29T2MLNE,14.425147,33.199397,1,Sudan,1902.875,1910.861111111111,2021.1805555555557,2087.0208333333335,2412.402777777778,2995.125,3095.8263888888887,3076.2986111111113,1756.9444444444443
163,ID_FS029OWRM6B0,32.229127,48.416499,1,Iran,2101.0285714285715,2134.214285714286,2317.0857142857144,2346.0285714285715,2748.5,3868.4142857142856,4016.2285714285713,3940.942857142857,2129.7285714285713
164,ID_ON1DPH4SL9FL,32.421905,48.175032,0,Iran,1990.3678571428572,2065.3357142857144,2291.3,2570.7321428571427,2830.775,3033.1642857142856,3159.45,3148.2107142857144,2410.182142857143
165,ID_NIWO5ZGAYT6Q,14.174786,33.464041,1,Sudan,1855.638888888889,1851.125,1975.0833333333333,2030.5972222222222,2333.222222222222,2863.0555555555557,2924.527777777778,2925.9583333333335,1697.3055555555557
166,ID_I6E6RM3Q4OB0,14.521177,33.433049,1,Sudan,1453.5833333333333,1578.263888888889,1836.736111111111,2030.375,2360.4305555555557,2804.375,2906.3611111111113,2925.152777777778,2148.8888888888887
169,ID_JEUVGTQS8J6U,32.330906,48.253724,1,Iran,1859.410071942446,2010.9714285714285,2286.464285714286,2390.2285714285713,2757.635714285714,3765.0714285714284,3946.292857142857,3832.9142857142856,2253.385714285714
170,ID_32XPDMBKKJPM,32.33971,48.157515,0,Iran,2070.9785714285713,2184.964285714286,2438.542857142857,2662.3571428571427,3140.55,3618.592857142857,3740.542857142857,3769.192857142857,2798.807142857143
172,ID_PSLYAOLR8MAN,14.465841,33.564023,1,Sudan,1696.375,1643.5625,1789.8680555555557,1857.111111111111,2170.6319444444443,2657.8055555555557,2638.8263888888887,2695.3611111111113,1722.7916666666667
173,ID_TBAKSBLY0U9B,14.276026,33.340433,1,Sudan,1765.0277777777778,1782.9444444444443,1912.861111111111,1979.8333333333333,2271.7916666666665,2693.25,2782.5555555555557,2780.6944444444443,1832.486111111111
174,ID_1NHR4UWKB6TM,32.300723,48.38389,1,Iran,2017.9142857142858,1864.8285714285714,2035.4285714285713,1940.7285714285715,2389.7571428571428,3932.5142857142855,4158.671428571429,4065.0285714285715,1835.7571428571428
175,ID_W1YK95LFF7LP,32.250866,48.556187,1,Iran,1989.4714285714285,2089.2428571428572,2329.5285714285715,2488.1285714285714,2828.5285714285715,3627.5857142857144,3787.214285714286,3699.942857142857,2390.0857142857144
176,ID_EHTAULQR4JR2,32.426577,48.322086,0,Iran,1965.9285714285713,1927.5785714285714,2302.4142857142856,2624.8928571428573,3009.6857142857143,3472.6785714285716,3614.1642857142856,3637.9714285714285,2727.907142857143
177,ID_N10P79A0WR7U,32.207298,48.34643,1,Iran,2271.0,2232.4142857142856,2498.0285714285715,2540.7428571428572,2927.9285714285716,3980.9857142857145,4106.214285714285,4033.5,2234.714285714286
178,ID_S0RP6ANVY5AB,32.367378,48.259563,1,Iran,1898.642857142857,1943.057142857143,2112.9714285714285,2203.9714285714285,2484.135714285714,3432.1714285714284,3563.3785714285714,3520.9,2166.1214285714286
179,ID_EGH9P0R5EWKR,32.192566,48.272768,0,Iran,2060.592857142857,2308.1642857142856,2572.9928571428572,2808.8285714285716,2976.8571428571427,3609.1785714285716,3693.4785714285713,3718.9214285714284,2657.45
180,ID_WDO4SC010QY2,14.343849,33.207123,1,Sudan,2052.375,1973.6805555555557,2084.7916666666665,2153.5,2449.402777777778,3034.402777777778,3057.6944444444443,3091.4583333333335,1847.2222222222222
